url;вердикт;приоритет;показы;клики;недобор_кликов;статья;соответствие;выбор;метатеги;достоверность;ссылки;каннибализация;критично;внимание;проверить;почему
/catalog/vozdushnye-kompressory/po-moshchnosti/5-5-kvt/;ПРАВКА;1;1208;3;22;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;5;2;"В description раздела на 5,5 кВт стоит давление до 350 бар, чему противоречат и все примеры моделей (8 и 10 бар), и сама статья; плюс перечень брендов разошёлся с фасетами (названы Hansmann и Ironmac,"
/catalog/vozdushnye-kompressory/po-naznacheniyu/dlya-lazernoy-rezki/;ПЕРЕГЕНЕРАЦИЯ;1;1194;5;8;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;2;3;"Текст чужой (legacy, 1 700 знаков), без FAQ, байлайна и единой ссылки, с оборванным на двоеточии перечнем преимуществ, без единого бренда и цены; при этом он закрывает только резку металла на 16 бар и"
/catalog/vozdushnye-kompressory/kompressory-500-l-min/;ПРАВКА;1;1131;2;8;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;3;2;Статья по теме и с внятным подбором, но все 80 позиций раздела названы винтовыми при 42 винтовых по фасетам, правило объёма ресивера противоречит само себе в одном абзаце, а лучший по позициям спрос (
/catalog/vozdushnye-kompressory/kompressory-10000-l-min/;ПРАВКА;1;1089;1;9;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;4;1;Статья инженерно сильная и по мощностям точно совпадает с примерами моделей, но в ней два фактических провала: 10 м3/мин объявлены достаточными для 12-15 пескоструйных аппаратов (наш же корпус даёт 5-
/catalog/osushiteli/refrizheratornye/;ПРАВКА;1;1063;1;5;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;0;3;5;Фактически самая чистая статья батча, почти дословно совпадающая со справкой категории, но в перечне брендов пропущен крупнейший бренд раздела KRAFTMANN (134 позиции из 1 218), около 170 показов в топ
/catalog/vozdushnye-kompressory/po-moshchnosti/200-kvt/;ПЕРЕГЕНЕРАЦИЯ;1;993;0;10;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;4;1;Статья внутренне противоречит себе по производительности (во вводке 'от 30 м3/мин', в FAQ '28-30 м3/мин' при 13 бар), приписывает ременной привод двум главным сериям раздела при 14 ременных позициях и
/catalog/vozdushnye-kompressory/po-tipu-smazki/bezmaslyanye_1/vintovye_1/;ПЕРЕГЕНЕРАЦИЯ;1;941;1;7;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;3;1;3;"Крупнейший бренд раздела Atlas Copco (61 позиция из 120, больше половины) не назван ни разу - вся статья про FIAC (60 позиций); плюс статья противоречит сама себе по остаточному маслу в 300 раз (3 мг/"
/catalog/generatsiya-gazov/generatory-azota/;ПЕРЕГЕНЕРАЦИЯ;1;826;0;3;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;2;4;0;Статьи фактически нет: 100 знаков, два заголовка h2 без единого абзаца текста, ссылок ноль, при этом страница собирает около 830 показов в месяц и не приносит ни одного клика, а головные запросы стоят
/catalog/vozdushnye-kompressory/kompressory-1500-l-min/;ПРАВКА;1;743;2;6;ОК;ОК;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;4;3;Статья точно попадает в состав раздела (160 позиций против 160, ядро из машин 11 кВт совпадает со всеми примерами), но дважды рекомендует эту производительность под пескоструй, для которого наши же ст
/catalog/vozdushnye-kompressory/po-naznacheniyu/dlya-peskostruya/;ПЕРЕГЕНЕРАЦИЯ;1;717;0;3;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;3;5;0;"Текст чужой (legacy, 1 671 знак), с оборванным на двоеточии перечнем, без FAQ, байлайна и единой ссылки; главная методика раздела (подбор по диаметру сопла) в нём отсутствует, хотя она есть на пяти до"
/catalog/vozdushnye-kompressory/po-naznacheniyu/dlya-meditsiny/;ПЕРЕГЕНЕРАЦИЯ;1;652;0;5;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;5;1;0;Чужой старый текст на 1610 знаков: целый H2 отдан винтовым компрессорам с прямым приводом, которых в разделе нет (фасеты дают спиральный=344 и ременный=318), два перечня на странице оборваны на двоето
/catalog/vozdushnye-kompressory/cross-air/;ПЕРЕГЕНЕРАЦИЯ;1;617;0;5;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;4;2;Блок про линейку недостоверен в трёх местах подряд (верхняя граница 250 кВт против ценового потолка раздела 237 588 руб., ресивер якобы зависит от мощности, IP54 приписан старшим машинам вместо младши
/catalog/vozdushnye-kompressory/po-tipu/vintovye/s-chastotnym-preobrazovatelem/;ПЕРЕГЕНЕРАЦИЯ;1;469;0;2;ОК;КРИТИЧНО;ОК;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;3;3;1;Заявлен диапазон мощности до 355 кВт при razdel.tsena_max=127 551 ₽ (на этом же сайте машины 90 кВт стоят от 873 326 ₽), бренды со второго по пятый не названы, число позиций не совпадает ни с одним зн
/catalog/vozdushnye-kompressory/kompressory-8-bar/;ПЕРЕГЕНЕРАЦИЯ;2;1553;5;20;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;3;3;2;"Статья написана про электрические винтовые машины и приписывает им все 4 350 исполнений раздела, тогда как фасет 'винтовой' даёт 3200 из 4380, а безмасляные (491) и спиральные (253) не упомянуты; вдоб"
/catalog/vozdushnye-kompressory/kompressory-1000-l-min/;ПРАВКА;2;1528;11;10;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;4;3;Тема и подбор по производительности сделаны верно, но статья приписывает винтовым все 150 с лишним исполнений раздела при фасете 'винтовой' = 104, называет бренды с одной-двумя позициями вместо DALGAK
/catalog/vozdushnye-kompressory/zif/;ПРАВКА;2;1435;4;15;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;4;4;Статья по теме и без грубого вранья, но description обещает давление до 40 бар, которого не видно ни в статье, ни в примерах моделей раздела, целый h2 отдан чужому бренду Enger, а в Google около 200 п
/catalog/vozdushnye-kompressory/po-moshchnosti/15-kvt/;ПРАВКА;2;1235;6;15;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;0;5;3;Статья про самую массовую ветку раздела и фактически чистая, но перечень брендов не совпадает с фасетами (назван Ironmac, которого в фасетах нет, пропущены DALGAKIRAN, ALMiG, FIAC), не закрыты поршнев
/catalog/vozdushnye-kompressory/po-komplektatsii/s-resiverom-i-osushitelem/;ПЕРЕГЕНЕРАЦИЯ;2;1130;1;10;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;2;3;3;Текст чужой и не про эту страницу: треть его отдана лазерной резке, у которой есть свой раздел, тогда как весь спрос страницы (1 117 показов, 0 кликов) состоит из запросов вида компрессор N кВт с осуш
/catalog/vozdushnye-kompressory/po-moshchnosti/11-kvt/;ПРАВКА;2;1077;1;15;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;5;2;"Статья дважды отправляет машину 11 кВт на пескоструй, тогда как по её же цифрам она даёт 1,2-1,8 м3/мин, а наши страницы по соплам требуют от 1,8-2,2 м3/мин на самое мелкое сопло; плюс линейка раздела"
/catalog/vozdushnye-kompressory/po-moshchnosti/7-5-kvt/;ПРАВКА;2;1052;1;12;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;5;2;"Статья дважды отправляет машину 7,5 кВт на пескоструй, хотя по её же цифрам она даёт 1,0-1,2 м3/мин, а наша страница по соплу 4 мм требует минимум 1,8-2,2 м3/мин; вдобавок текст обещает гарантию 1-2 г"
/catalog/vozdushnye-kompressory/kompressory-2000-l-min/;ПРАВКА;2;1047;3;11;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;3;3;"Тема статьи разделу соответствует, но названы бренды с 6 и менее позициями, а два крупнейших (Enger 21 и ET Compressors 21) один вынесен в промоблок, второй назван сокращением; плюс несколько чисел бе"
/catalog/vozdushnye-kompressory/dalgakiran/;ПЕРЕГЕНЕРАЦИЯ;2;1045;1;14;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;2;3;1;Брендовая страница всего Dalgakiran описана только как винтовая: поршневая и безмасляная линейки (211 позиций с фасетом 'безмасляный', серия Eagle, спрос 'поршневые компрессоры dalgakiran' 33 показа н
/catalog/vozdushnye-kompressory/magnus/;ПРАВКА;2;986;4;15;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;4;2;Редкий случай, когда гейт fakty_brenda пройден почти дословно, но статья подменила тип блока в гарантии (в базе '2 года на спиральный блок', в статье 'на винтовой') и нарушила прямой запрет базы 'Гара
/catalog/vozdushnye-kompressory/po-moshchnosti/45-kvt/;ПРАВКА;2;930;1;15;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;5;1;"Тема статьи разделу соответствует, но абзац про бренды называет только машины с 30 и менее позициями, а лидер раздела Enger (195 позиций) вынесен в промоблок; плюс собственная арифметика статьи в FAQ "
/catalog/vozdushnye-kompressory/baysar/;ПРАВКА;2;901;4;9;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;2;4;Гейт fakty_brenda пройден аккуратно (даже '25 м3/мин' дано с требуемой оговоркой 'по заявленным характеристикам'), но статья описывает стационарные и поршневые машины, которых нет ни в одном из 12 при
/catalog/vozdushnye-kompressory/kompressory-600-l-min/;ПЕРЕГЕНЕРАЦИЯ;2;872;1;12;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;3;2;2;"Статья объявляет весь раздел винтовым ('120 исполнений винтовых машин'), тогда как по фасетам винтовых 72 из 120; перечень брендов пропускает лидера раздела ABAC (24 позиции) и называет три бренда, ко"
/catalog/vozdushnye-kompressory/kompressory-25000-l-min/;ПРАВКА;2;851;0;12;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;2;2;Состав раздела по брендам передан верно (редкость для батча), но статья дважды на одной странице называет разный винтовой блок у одной и той же машины Enger (Atlas Copco и BAOSI/HANBELL) и объявляет в
/catalog/vozdushnye-kompressory/kompressory-40-bar/;ПРАВКА;2;849;2;15;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;3;4;Статья по составу раздела точная (бустеры действительно основа, поршневой 233 против винтового 70), но первым же примером применения ставит пескоструй, для которого наши же страницы по соплам называют
/catalog/vozdushnye-kompressory/kompressory-3000-l-min/;ПРАВКА;2;731;1;10;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;6;2;Состав раздела передан точно (180 позиций против 180, мощностное ядро 18,5-22 кВт совпадает со всеми примерами), но внутри статьи расходятся два расчёта ресивера (правило даёт 900-1500 л, FAQ рекоменд
/catalog/vozdushnye-kompressory/kompressory-300-bar/;ПРАВКА;2;700;11;0;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;4;3;Статья по теме раздела, но третий по величине бренд раздела не назван, мощность Paramina склеена из модельных индексов Enger, а description обещает 23 модели вместо 40.
/catalog/vozdushnye-kompressory/po-tipu/bustery/;ПЕРЕГЕНЕРАЦИЯ;2;679;8;2;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;3;3;1;Перечень брендов перевёрнут: названы EKOMAK и AIRRUS с двумя позициями каждый, а DALGAKIRAN (84) и KRAFTMANN (48) не названы вовсе, плюс утверждение 'все бустеры поршневые' прямо спорит с фасетом винт
/catalog/vozdushnye-kompressory/kompressory-800-l-min/;ПЕРЕГЕНЕРАЦИЯ;2;655;1;6;ОК;КРИТИЧНО;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;3;3;0;"Статья сужает раздел до электрических винтовых (98 позиций из 140) и тем самым делает страницу дублем соседнего раздела /po-tipu/vintovye/800-to-800/, который уже обгоняет её по головному запросу; вто"
/catalog/podgotovka-vozdukha/maslovlagorazdeliteli/;ПРАВКА;2;634;8;0;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ОК;ОК;1;3;3;Технически статья точная и почти дословно ложится на справку категории, но в конце стоят два байлайна подряд с разными датами, перечень брендов пропускает второй бренд раздела DALGAKIRAN, а мета не со
/catalog/vozdushnye-kompressory/kompressory-3500-l-min/;ПЕРЕГЕНЕРАЦИЯ;2;626;0;5;ОК;КРИТИЧНО;ОК;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;4;1;2;Счётчик всего раздела приписан только винтовым ('более 95 исполнений винтовых' при фасете винтовой=68 из 100), перечень брендов пропускает MASTER BLAST, Chicago Pneumatic и DALGAKIRAN ради брендов с д
/catalog/vozdushnye-kompressory/kompressory-12-bar/;ПРАВКА;2;621;6;6;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ОК;0;4;2;Статья по делу и по теме раздела, но верхняя граница мощности 160 кВт не бьётся с ценовым потолком раздела 209 101 руб., количество исполнений приписано винтовым целиком, а мета не покрывает ни слово 
/catalog/vozdushnye-kompressory/kompressory-16-bar/;ПРАВКА;2;616;0;6;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;3;3;Фактура в целом сходится с выгрузкой, но набор брендов перевёрнут (назван Ironmac с 5 позициями, не названы ЗИФ 33, MAGNUS 26, Harrison 20), полностью пропущен российский интент на 66 показов при 55 р
/catalog/vozdushnye-kompressory/kompressory-900-l-min/;ПРАВКА;2;581;1;8;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;2;3;Статья по теме и с приличной методикой подбора, но 51 показ на позициях 1,7-2,9 по запросам 'с осушителем' сгорает из-за меты, где слова 'осушитель' нет, давление 13 бар не подтверждается ни одной мод
/catalog/vozdushnye-kompressory/po-moshchnosti/22-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;561;0;7;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;3;2;Блок про бренды перечисляет не те бренды: второй по величине DALGAKIRAN (102 позиции) и Ingersoll Rand (34 позиции, 57 показов в топ-5 при нуле кликов) не названы вовсе, поршневая и дизельная части ра
/catalog/vozdushnye-kompressory/kompressory-20000-l-min/;ПРАВКА;2;554;1;7;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;0;4;3;Фактура необычно аккуратная (расчёт энергопотребления и объёма ресивера сходятся арифметически), но статья пропускает второй бренд раздела ЗИФ и всю безмасляную ветку в 32 позиции, description противо
/catalog/vozdushnye-kompressory/fiac/;ПЕРЕГЕНЕРАЦИЯ;2;543;0;5;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;1;4;1;Брендовая страница на 720 позиций описывает только винтовую часть (фасет 'винтовой' 351) и приписывает ей весь счёт раздела, тип привода заявлен вопреки фасету 'ременный' 351, верхняя граница производ
/catalog/vozdushnye-kompressory/kompressory-15000-l-min/;ПРАВКА;2;533;0;8;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;1;3;2;Технические числа выверены по выгрузке лучше, чем где-либо в батче, но страница стоит на первом месте по 'компрессор 15000 л/мин' с нулём кликов из-за пустого description, собирает 145 холостых показо
/catalog/vozdushnye-kompressory/po-moshchnosti/30-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;531;0;6;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;3;2;Второй случай той же болезни, что на 22 кВт: перечень брендов мимо состава раздела - Ceccato с 57 показами в топ-5 и DALGAKIRAN с 87 позициями не названы, поршневая ветка на 34 позиции и 49 показов от
/catalog/vozdushnye-kompressory/po-moshchnosti/400-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;527;0;8;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;5;1;1;"H1 и title сузили раздел по мощности двумя чужими признаками ('винтовые' и 'с прямым приводом'), из-за чего страница собирает показы по 230, 260 и 76 кВт; description обещает 6-35 бар при потолке разд"
/catalog/vozdushnye-kompressory/po-moshchnosti/90-kvt/;ПЕРЕГЕНЕРАЦИЯ;2;512;0;10;ОК;КРИТИЧНО;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;ВНИМАНИЕ;4;2;1;"Из трёх названных брендов в фасетах раздела виден только Enger, а второй и третий бренды (DALGAKIRAN 73 и Atlas Copco 41) не названы; 226 безмасляных позиций не упомянуты вовсе; в статье на 820 позици"
/catalog/vozdushnye-kompressory/po-tipu/nizkogo-davleniya/;ПРАВКА;2;505;0;8;ОК;ВНИМАНИЕ;ОК;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;ВНИМАНИЕ;1;4;2;"Статья по теме и с сильным блоком ограничений, но 504 показа Google дают ноль кликов при позиции 6,0: в мете нет ни цены, ни числа позиций, ни слова 'промышленные'; плюс не названы бренды с третьего п"
/catalog/vozdushnye-kompressory/ingersoll-rand/;ПРАВКА;2;492;4;4;ОК;ВНИМАНИЕ;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;ВНИМАНИЕ;2;4;1;Статья по теме и почти вся сверяется с базой фактов, но нарушен раздел НЕ УТВЕРЖДАТЬ (диапазон серии R подан без обязательной оговорки), в description обещана гарантия Enger от имени Ingersoll Rand, а
/catalog/podgotovka-vozdukha/kondensatootvodchiki/;ПРАВКА;2;488;4;1;ОК;ВНИМАНИЕ;ОК;ВНИМАНИЕ;ВНИМАНИЕ;ОК;ОК;0;4;3;"Статья точная и хорошо сверяется со справкой категории, но в мете нет слов 'поплавковый' и 'таймерный', из-за чего по самым целевым запросам страница стоит на 13-30 местах; плюс не названо ни одного б"
/catalog/vozdushnye-kompressory/po-tipu/tsentrobezhnye/;ПЕРЕГЕНЕРАЦИЯ;2;481;0;7;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;6;1;0;В разделе нет ни одного центробежного компрессора: по фасетам все 13 позиций - безмасляные винтовые Enger, а чужая статья на 1472 знака описывает турбомашины с рабочими колёсами и магнитными подшипник
/catalog/vozdushnye-kompressory/atmos/;ПЕРЕГЕНЕРАЦИЯ;2;452;1;6;ОК;КРИТИЧНО;ВНИМАНИЕ;КРИТИЧНО;КРИТИЧНО;КРИТИЧНО;ВНИМАНИЕ;3;3;1;Description обещает поршневые модели, которых в разделе нет (все 364 позиции винтовые), потолок мощности 206 кВт не выдерживает проверки по tsena_max=434 662 ₽, единственная каталожная ссылка брендово
